Entity,Code,Year,$10 a day - Number not in poverty,$6.85-$10 - Number in poverty,$3.65-$6.85 - Number in poverty,$2.15-$3.65 - Number in poverty,$2.15 a day - Number in poverty
Paraguay,PRY,2020,4001682,1140368,1134629,288187,53829
Paraguay,PRY,2021,4131795,1177008,1118152,230643,46201
Paraguay,PRY,2022,4263933,1167116,969393,290148,90154
Peru,PER,1985,8899673,3876897,4612905,1662261,694874
Peru,PER,1994,3824762,3711812,7242416,5028260,4176008
Peru,PER,1997,6258824,3546650,6445654,4082117,5032141
Peru,PER,1998,6201437,3537178,7066852,3991862,5020897
Peru,PER,1999,6053226,3890505,6776626,4455773,5076109
Peru,PER,2000,5879833,4152372,7198688,4287602,5135944
Peru,PER,2001,5891363,3857053,7123441,4671322,5471730
Peru,PER,2002,6752378,4127409,7115428,4543447,4795841
Peru,PER,2003,7090417,4115229,7486572,4880261,4050862
Peru,PER,2004,6883142,4341383,7525052,4594333,4550001
Peru,PER,2005,6480526,4355051,7410929,4887226,5013535
Peru,PER,2006,7874598,4652280,7214289,4213273,4426638
Peru,PER,2007,9298317,4915204,6819682,3787568,3779616
Peru,PER,2008,10421196,5018246,6830497,3391424,3144822
Peru,PER,2009,10932170,5152330,6969910,3398748,2556168
Peru,PER,2010,11959471,5424706,6636507,3214330,1994558
Peru,PER,2011,12834236,5421476,6423946,2880825,1917238
Peru,PER,2012,13882212,5367184,6095847,2596003,1808343
Peru,PER,2013,14245736,5426485,6155886,2589708,1620994
Peru,PER,2014,14594043,5628451,6149713,2517223,1464521
Peru,PER,2015,14698554,5980306,6116720,2467129,1449154
Peru,PER,2016,15429657,5798308,6029169,2444726,1430919
Peru,PER,2017,15519437,5776327,6394426,2493979,1421317
Peru,PER,2018,16350769,6074554,6335427,2291902,1151292
Peru,PER,2019,17134764,6217815,6301793,2187296,983193
Peru,PER,2020,12610066,6367538,8508377,3859906,1958869
Peru,PER,2021,15090581,7250340,7920412,2485914,968224
Philippines,PHL,1985,3517926,4154212,14914455,16478186,15747881
Philippines,PHL,1988,4335639,5215110,15970717,18098419,15136038
Philippines,PHL,1991,5723930,5696725,17089941,17385485,17143670
Philippines,PHL,1994,6390706,6462497,18992065,18499846,17305169
Philippines,PHL,1997,10375332,8883109,21189070,19064391,13206935
Philippines,PHL,2000,10048364,8959862,24433001,22798322,11718674
Philippines,PHL,2003,11283329,10324997,27058166,22967409,11308936
Philippines,PHL,2006,12991171,11052938,26288488,24121546,13447692
Philippines,PHL,2009,14415124,12384987,30523259,25282101,10341480
Philippines,PHL,2012,14933267,12868508,31220963,26769711,12239868
Philippines,PHL,2015,17392499,15515125,35671785,25909724,8542232
Philippines,PHL,2018,19234860,18410092,41609258,23824238,5490388
Philippines,PHL,2021,17171985,18052545,44589633,26374539,7691626
Poland,POL,1985,27000566,7514259,2454053,158912,74095
Poland,POL,1986,26688347,6555725,3560417,559635,91995
Poland,POL,1987,27803668,7203411,2459518,144813,56635
Poland,POL,1989,34404184,2844692,623145,55597,33911
Poland,POL,1992,28678150,6817095,2581387,201249,85786
Poland,POL,1993,14162206,11512926,11233391,1485669,67216
Poland,POL,1995,22192885,8104641,6272518,1351558,673396
Poland,POL,1996,5210415,7700231,17026773,7528172,1158779
Poland,POL,1998,24625345,8607976,5035538,382376,12246
Poland,POL,1999,24060105,8548330,5582051,441915,27870
Poland,POL,2000,23696449,8442090,5538925,527830,53335
Poland,POL,2001,23345895,8579706,5677540,611501,33434
Poland,POL,2002,23073750,8419348,6010350,694513,32403
Poland,POL,2003,25143479,7265053,5304140,463097,28801
Poland,POL,2004,25664709,7182432,4733414,561462,40205
Poland,POL,2005,23552622,8282399,5661323,598618,70483
Poland,POL,2006,25376979,7727363,4641015,381002,14908
Poland,POL,2007,27033358,7020654,3813078,241490,11980
Poland,POL,2008,28591086,6228439,3124172,177246,4816
Poland,POL,2009,29084715,6148130,2762033,150863,5862
Poland,POL,2010,29276685,6042848,2565227,155193,2841
Poland,POL,2011,29185881,6002639,2688657,175051,11027
Poland,POL,2012,29292513,6044318,2580430,137541,8362
Poland,POL,2013,29296517,6011444,2588369,140422,3444
Poland,POL,2014,29685488,5751360,2416767,154203,3917
Poland,POL,2015,30355485,5332921,2195775,102231,0
Poland,POL,2016,31829548,4677062,1422588,39165,1724
Poland,POL,2017,32400377,4413818,1123940,36003,688
Poland,POL,2018,32021654,4541033,1384728,24877,2458
Poland,POL,2019,32965113,4001617,972703,26042,0
Portugal,PRT,2003,9350047,689410,259810,65854,93700
Portugal,PRT,2004,9479884,660481,233009,54226,56261
Portugal,PRT,2005,9628789,533047,229673,54733,57088
Portugal,PRT,2006,9637469,571863,252940,50265,9751
Portugal,PRT,2007,9809362,496510,144438,65483,27171
Portugal,PRT,2008,9780289,467384,217299,78714,14491
Portugal,PRT,2009,9917196,411465,188654,33400,17532
Portugal,PRT,2010,9858512,441539,221632,36989,14428
Portugal,PRT,2011,9660689,507669,290753,44813,53636
Portugal,PRT,2012,9385968,547082,426224,81629,73941
Portugal,PRT,2013,9285670,604972,373448,103776,89429
Portugal,PRT,2014,9290256,622357,333489,98204,56756
Portugal,PRT,2015,9440678,542121,249407,75903,49967
Portugal,PRT,2016,9461235,496360,290780,38394,38683
Portugal,PRT,2017,9655686,404544,167403,30385,42282
Portugal,PRT,2018,9731985,334329,148224,39435,29849
Portugal,PRT,2019,9846031,282447,132088,10399,15298
Portugal,PRT,2020,9748218,280307,168884,51040,48632
Romania,ROU,1989,19665265,2623234,727891,79150,65918
Romania,ROU,1992,11950211,6195939,4099202,422856,126076
Romania,ROU,1994,1085550,2409211,10450284,6760553,2024613
Romania,ROU,1995,7259279,6521951,6861809,1644577,396654
Romania,ROU,1997,5695564,6652915,7894408,1803871,507220
Romania,ROU,1998,6431352,6062081,7606769,2033410,373732
Romania,ROU,1999,1955132,4197986,10574665,4546750,1197507
Romania,ROU,2000,1737358,3886791,10540239,4883218,1395365
Romania,ROU,2001,2465111,4641054,10127783,3915004,983018
Romania,ROU,2002,2714073,4710077,9616031,3693517,996798
Romania,ROU,2003,3235217,5058291,9353166,3242534,685118
Romania,ROU,2004,4482231,5569862,8345655,2573752,480248
Romania,ROU,2005,5006981,5905587,7958045,2071335,377737
Romania,ROU,2006,5335725,5748896,7719698,1979844,409597
Romania,ROU,2007,6412488,5968331,6706040,1616318,179805
Romania,ROU,2008,9080548,5619008,4855535,982784,0
Romania,ROU,2009,9487010,5695927,4419146,765404,0
Romania,ROU,2010,8796531,5755258,4760573,934509,0
Romania,ROU,2011,8562661,5877338,4855661,851868,0
Romania,ROU,2012,8739751,5904453,4625998,787833,0
Romania,ROU,2013,8925186,5700090,4582535,775882,0
Romania,ROU,2014,10106547,3882002,3162315,1359972,1398143
Romania,ROU,2015,10885085,3509182,3000932,1376903,1043514
Romania,ROU,2016,10866305,4834730,3495835,505397,0
Romania,ROU,2017,13908513,2491460,1874404,674544,639794
Romania,ROU,2018,13209093,3849233,2161908,253736,0
Romania,ROU,2019,15514761,1740202,1201248,496220,419217
Romania,ROU,2020,16161168,1180927,1172213,479425,271517
Russia,RUS,1993,71048720,27033383,31027067,14110650,5238957
Russia,RUS,1996,71289061,27109806,29826978,13035202,6899082
Russia,RUS,1997,71295256,32306994,33305590,8756126,2251395
Russia,RUS,1998,62781412,31795028,38146220,11574663,3373461
Russia,RUS,1999,45664405,30755155,46351442,17987469,6456305
Russia,RUS,2000,52003488,32094768,43644774,14491986,4361853
Russia,RUS,2001,60889899,32817530,39432057,10271275,2565721
Russia,RUS,2002,67934421,32822680,35082370,7997401,1469625
Russia,RUS,2003,72518983,30392403,32386224,7770017,1580991
Russia,RUS,2004,77872045,29279928,28949319,6520633,1445391
Russia,RUS,2005,83564308,28315546,25320184,5206855,1111921
Russia,RUS,2006,90891155,25771619,21815990,3940070,630803
Russia,RUS,2007,99976142,23197250,16788566,2555547,287609
Russia,RUS,2008,108839982,20433753,12214640,1122489,131502
Russia,RUS,2009,108635720,21235253,11706408,1113471,94497
Russia,RUS,2010,114047320,18544847,9194211,944054,119036
Russia,RUS,2011,116901405,17139495,8171814,693490,54704
Russia,RUS,2012,119218618,16026440,7236487,674049,46127
Russia,RUS,2013,120759520,15602685,6539865,593209,11716
Russia,RUS,2014,121865721,15131759,6366114,425417,30656
Russia,RUS,2015,119815280,16303445,7388621,537159,52365
Russia,RUS,2016,118932414,17359551,7532368,478813,39251
Russia,RUS,2017,119439248,17393921,7096114,519148,48308
Russia,RUS,2018,120325893,17049103,6600504,460183,42176
Russia,RUS,2019,122163200,16242323,5616445,340969,43324
Russia,RUS,2020,122179413,16016424,5463858,398800,14644
Rwanda,RWA,2000,185458,138143,528497,1158076,6099815
Rwanda,RWA,2005,322293,228569,907216,1606193,5962028
Rwanda,RWA,2010,360297,317869,1149858,2377529,6103478
Rwanda,RWA,2013,415181,375696,1463013,2880796,5966664
Rwanda,RWA,2016,377846,554241,1687862,3106239,6204711
Rwanda (rural),,1984,33386,84953,553641,1710942,3371697
Saint Lucia,LCA,1995,6927,8885,35484,42969,58083
Saint Lucia,LCA,2016,106352,25352,24051,11621,9037
Samoa,WSM,2002,59382,40122,61476,21585,4065
Samoa,WSM,2008,64168,42741,63960,18899,2019
Samoa,WSM,2013,65093,48342,65495,18709,2300
Sao Tome and Principe,STP,2000,5854,12826,47479,48171,29384
Sao Tome and Principe,STP,2010,5553,12153,56148,67092,41192
Sao Tome and Principe,STP,2017,20762,21415,72569,60936,32354
Senegal,SEN,1991,184787,189174,726582,1218077,5435669
Senegal,SEN,1994,134323,178503,938523,2094251,5071397
Senegal,SEN,2001,249924,319252,1519863,2637416,5211572
Senegal,SEN,2005,358928,528839,2360723,3219427,4506140
Senegal,SEN,2011,518657,651345,2564318,3864462,5277098
Senegal,SEN,2018,1857564,2124129,5744194,4412616,1436406
Serbia,SRB,2002,5353239,1379011,682698,71979,9595
Serbia,SRB,2003,4763410,1605582,978122,105016,28461
Serbia,SRB,2004,4119662,1764023,1359254,160761,59457
Serbia,SRB,2005,4501668,1504557,1159424,216506,58614
Serbia,SRB,2006,4737126,1666404,866272,106893,34874
Serbia,SRB,2007,4846510,1623658,814016,70134,27261
Serbia,SRB,2008,4967400,1642823,673969,57799,8231
Serbia,SRB,2009,4818354,1679947,716716,95211,10579
Serbia,SRB,2010,4597005,1637508,913368,136425,7130
Serbia,SRB,2012,4135608,1266917,1064274,347834,384444
Serbia,SRB,2013,4420251,1681557,957991,88179,16154
Serbia,SRB,2014,3831087,1290677,1136750,378402,493660
Serbia,SRB,2015,5066244,1383739,584069,56242,5089
Serbia,SRB,2016,4137662,1186780,955799,329427,448654
Serbia,SRB,2017,4318029,1179364,891306,253395,378764
Serbia,SRB,2018,5165198,1235155,534660,45004,2587
Serbia,SRB,2019,5038596,1168592,653502,81404,3141
Serbia,SRB,2020,5418380,782824,503698,86802,107422
Seychelles,SYC,1999,57533,12536,7805,1926,610
Seychelles,SYC,2006,54866,14745,13070,1604,315
Seychelles,SYC,2013,70903,10346,5754,1834,1112
Seychelles,SYC,2018,82089,8182,5368,629,494
Sierra Leone,SLE,1989,99654,154566,536543,577151,2791249
Sierra Leone,SLE,2003,85519,192530,594568,1196473,3281817
Sierra Leone,SLE,2011,129735,308945,1370149,2244687,2558869
Sierra Leone,SLE,2018,311237,479299,2017466,3004469,2048810
Slovakia,SVK,1992,4522617,663210,106181,13008,0
Slovakia,SVK,1996,4258796,698337,281982,53996,80250
Slovakia,SVK,2004,3417613,1303385,605031,42221,4030
Slovakia,SVK,2005,3919102,1044574,364298,39844,4989
Slovakia,SVK,2006,4456067,737730,176989,2268,0
Slovakia,SVK,2007,4558042,643455,168352,4773,0
Slovakia,SVK,2008,4634338,624790,112754,7351,0
Slovakia,SVK,2009,4413193,797991,169389,5833,0
Slovakia,SVK,2010,4936551,269115,123559,35510,26693
Slovakia,SVK,2011,5018130,220336,113808,23228,22882
Slovakia,SVK,2012,4927966,235206,186049,36677,21681
Slovakia,SVK,2013,4914328,275884,157307,50635,15239
Slovakia,SVK,2014,4903431,254756,160384,63478,36600
Slovakia,SVK,2015,4928197,263267,166208,30236,35893
Slovakia,SVK,2016,5008190,191761,116213,39651,74983
Slovakia,SVK,2017,5130542,162247,75625,58560,12258
Slovakia,SVK,2018,5106853,154499,114585,61604,9230
Slovakia,SVK,2019,5180604,165672,79469,21960,6442
Slovenia,SVN,1987,1985084,3157,972,243,320
Slovenia,SVN,1993,1877054,97355,15072,1458,807
Slovenia,SVN,1997,1912389,59249,9721,4597,0
Slovenia,SVN,1998,1898235,71224,10642,967,561
Slovenia,SVN,1999,1918682,44542,14919,4902,0
Slovenia,SVN,2002,1898016,77112,16723,2679,0
Slovenia,SVN,2003,1870131,108406,17196,0,0
Slovenia,SVN,2004,1966111,20557,6861,2965,518
Slovenia,SVN,2005,1971774,18305,6883,1483,2029
Slovenia,SVN,2006,1984523,15080,5389,863,1013
Slovenia,SVN,2007,1999549,13947,2936,1037,653
Slovenia,SVN,2008,2007697,11308,2311,0,0
Slovenia,SVN,2009,2022587,12697,4058,327,0
Slovenia,SVN,2010,2035411,10545,2439,0,188
Slovenia,SVN,2011,2034836,12218,5325,464,0
Slovenia,SVN,2012,2033243,17662,5292,422,540
Slovenia,SVN,2013,2025782,26301,6826,596,448
Slovenia,SVN,2014,2041453,15313,4236,978,0
Slovenia,SVN,2015,2041153,17147,5131,0,100
Slovenia,SVN,2016,2049497,11268,4277,0,0
Slovenia,SVN,2017,2054406,9691,2291,0,0
Slovenia,SVN,2018,2063785,7435,2674,0,0
Slovenia,SVN,2019,2081036,4419,2604,326,0
Slovenia,SVN,2020,2095445,6345,629,0,0
Solomon Islands,SLB,2005,19316,24152,78929,115871,244218
Solomon Islands,SLB,2012,25048,40325,155927,195637,150826
South Africa,ZAF,1993,8492852,3816575,8077040,7875921,14263052
South Africa,ZAF,2000,7967841,4063580,8855908,8686819,17239118
South Africa,ZAF,2005,10308930,3511089,10109887,11200030,13887211
South Africa,ZAF,2008,13952359,5083539,11651226,10441604,9437084
South Africa,ZAF,2010,15118598,5144247,11884323,10297844,9339909
South Africa,ZAF,2014,15591526,5408135,11856572,10657834,11215484
South Asia (PIP),,1990,14252109,24257056,152173589,382501841,568128109
South Asia (PIP),,1991,14164592,25287835,158598154,396403329,572026651
South Asia (PIP),,1992,14820219,27156473,171589504,415558530,563265707
South Asia (PIP),,1993,15440738,28928721,181793564,428861075,564155984
South Asia (PIP),,1994,16640894,31444330,188859842,445211276,564001157
South Asia (PIP),,1995,18906357,34605942,204355512,463477672,551532259
South Asia (PIP),,1996,20945770,36649289,217462698,479367696,544981848
South Asia (PIP),,2002,31067349,47417800,259502389,541606398,582476209
South Asia (PIP),,2003,34358393,51284586,273068784,555059841,575586476
South Asia (PIP),,2004,38407403,56011448,293399806,570433764,557450580
South Asia (PIP),,2005,41674405,61086713,313649828,586623150,538229813
South Asia (PIP),,2006,44050612,65641586,330236743,601315334,524648610
South Asia (PIP),,2007,46916682,70872923,351469394,616502446,503693170
South Asia (PIP),,2008,48872329,74992939,368820194,631577271,488446352
South Asia (PIP),,2009,51626040,78752747,386797003,641132693,478103149
South Asia (PIP),,2010,58052152,86363322,425017633,658801249,432311788
South Asia (PIP),,2011,70007379,102132910,479688815,673217578,359851322
South Asia (PIP),,2012,77759974,111040675,505989651,678312446,335603983
South Asia (PIP),,2013,83588669,115921518,516414582,689110437,326648695
South Asia (PIP),,2014,90287121,119017323,526321083,704710684,313694093
South Asia (PIP),,2015,98845382,120663024,542435774,718529420,295071580
South Asia (PIP),,2016,103654956,126099275,564831825,719327229,283159363
South Asia (PIP),,2017,122267009,146412290,600734379,715925975,233591866
South Asia (PIP),,2018,142084616,174351637,670867630,661785109,191445101
South Asia (PIP),,2019,143645603,194812883,708874150,617954883,196310995
South Asia (PIP),,2020,123146862,187354424,680873870,645442348,245714116
South Asia (PIP),,2021,134608081,202967530,721670426,635144014,207521553
South Korea,KOR,2006,46142775,1329341,603190,242160,120826
South Korea,KOR,2008,46852326,1350286,488364,244647,119085
South Korea,KOR,2010,47326387,1122631,734476,124879,245739
South Korea,KOR,2012,48195528,1126677,501749,250760,125139
South Korea,KOR,2014,49099533,895627,498663,133255,119581
South Korea,KOR,2016,49810378,778438,374721,138173,116093
South Sudan,SSD,2009,786512,889741,2325856,2039191,3187927
South Sudan,SSD,2016,132422,238349,1128197,2116631,7450506
Spain,ESP,1980,30743537,4030778,2064135,466411,186304
Spain,ESP,1985,31362006,4326817,2318718,370677,91294
Spain,ESP,1990,35760186,1943629,886786,84551,192170
Spain,ESP,1993,35920270,1670511,985787,297572,487122
Spain,ESP,1994,36091972,1679766,988697,394160,394513
Spain,ESP,1995,36060565,1795609,1082897,196133,588846
Spain,ESP,1996,35709790,1888837,1600202,96219,594804
Spain,ESP,1997,36671991,1585205,1207065,198163,394965
Spain,ESP,1998,37509563,1520224,701469,109042,383211
Spain,ESP,1999,38409340,968303,615989,102410,290833
Spain,ESP,2000,38550563,1026161,524727,192422,273991
Spain,ESP,2003,40481099,758124,454474,152755,341193
Spain,ESP,2004,40934690,943830,497927,194496,350952
Spain,ESP,2005,41786735,752354,654876,137041,322149
Spain,ESP,2006,42232054,1003709,661943,157917,341696
Spain,ESP,2007,43762195,748712,397156,154548,164192
Spain,ESP,2008,44419457,640021,495818,174132,224678
Spain,ESP,2009,44498675,783949,576479,130343,373500
Spain,ESP,2010,44539431,783388,760899,178447,314732
Spain,ESP,2011,44111760,1213661,650067,240265,526944
Spain,ESP,2012,43969801,1229567,849996,285618,438073
Spain,ESP,2013,43519402,1331865,985708,253325,529745
Spain,ESP,2014,43015943,1907925,880141,310995,365878
Spain,ESP,2015,43502206,1332410,932313,258261,419642
Spain,ESP,2016,43534233,1314167,854532,258054,523076
Spain,ESP,2017,44296463,1140742,647057,193029,315945
Spain,ESP,2018,44533917,1007038,679194,185152,392453
Spain,ESP,2019,44940008,887354,765465,167847,374163
Spain,ESP,2020,44915006,1003497,767830,259489,419833
Sri Lanka,LKA,1985,752460,1240793,5761687,5609751,2727647
Sri Lanka,LKA,1990,891222,1305448,6417731,6591199,1998494
Sri Lanka,LKA,1995,1372227,1806156,6353742,6504988,2140459
Sri Lanka,LKA,2002,2210707,2227954,6615222,5951381,2105443
Sri Lanka,LKA,2006,3096483,2992865,7863493,4799271,1118594
Sri Lanka,LKA,2009,3159458,3518117,8933793,4155152,715957
Sri Lanka,LKA,2012,4126188,3974258,8770868,3602088,543745
Sri Lanka,LKA,2016,5354569,4768089,8335701,2689607,277528
Sri Lanka,LKA,2019,5963294,5080911,8295750,2254039,209006
Sub-Saharan Africa (PIP),,1990,28259314,24965515,78909742,106595496,277899621
Sub-Saharan Africa (PIP),,1991,27875268,24417284,77541917,105268509,295613993
Sub-Saharan Africa (PIP),,1992,26570960,24008241,77365299,106090756,310864367
Sub-Saharan Africa (PIP),,1993,24214671,22283773,76463130,108666343,327785985
Sub-Saharan Africa (PIP),,1994,24648466,22552572,77388686,110060269,339444144
Sub-Saharan Africa (PIP),,1995,26316566,23344637,79798393,114813979,345054510
Sub-Saharan Africa (PIP),,1996,28566384,24842609,82769392,120206903,348800774
Sub-Saharan Africa (PIP),,1997,29502981,25860447,85189023,125404754,355108120
Sub-Saharan Africa (PIP),,1998,29311210,26149984,87072396,130798267,363866661
Sub-Saharan Africa (PIP),,1999,28881804,26435337,89496747,137203341,371866032
Sub-Saharan Africa (PIP),,2000,29051720,26844593,92754435,143404739,379156999
Sub-Saharan Africa (PIP),,2001,29543501,27906819,98135740,151139036,382436886
Sub-Saharan Africa (PIP),,2002,30717726,28956046,102538511,158501000,386980157
Sub-Saharan Africa (PIP),,2003,30659883,29561813,108616180,169701109,388246448
Sub-Saharan Africa (PIP),,2004,32698925,31829219,121492664,182661414,377864580
Sub-Saharan Africa (PIP),,2005,34965173,34187873,131950953,191203989,374670678
Sub-Saharan Africa (PIP),,2006,37958068,37297975,140541922,198735441,373576594
Sub-Saharan Africa (PIP),,2007,41169084,40445450,148847729,206978936,372578065
Sub-Saharan Africa (PIP),,2008,43683180,43450120,157121339,217156579,371231517
Sub-Saharan Africa (PIP),,2009,44669190,45156023,163851461,225249538,376959486
Sub-Saharan Africa (PIP),,2010,48447754,48914314,175261339,236448084,370725928
Sub-Saharan Africa (PIP),,2011,50634675,51837494,184852739,246212481,370744765
Sub-Saharan Africa (PIP),,2012,53408097,54853835,194475899,256571033,370019789
Sub-Saharan Africa (PIP),,2013,56529361,58423020,205304607,265114455,369725259
Sub-Saharan Africa (PIP),,2014,60331078,62557736,216955975,272666303,368995516
Sub-Saharan Africa (PIP),,2015,61641964,64618180,222872969,279446583,380119103
Sub-Saharan Africa (PIP),,2016,63328592,66784232,232504494,286667821,386870850
Sub-Saharan Africa (PIP),,2017,66200688,69552737,245520279,293028419,389583151
Sub-Saharan Africa (PIP),,2018,69455214,72192277,258495382,300710518,391550582
Sub-Saharan Africa (PIP),,2019,72215812,74828626,268921297,308212244,397371070
Sudan,SDN,2009,2075964,3589149,11542829,9619708,6120505
Sudan,SDN,2014,1933035,3169362,13501734,12751287,5647827
Suriname (urban),,1999,120733,52718,51242,30045,57510
Sweden,SWE,1975,8008289,102443,40826,0,40879
Sweden,SWE,1981,8091774,125333,61888,20733,20775
Sweden,SWE,1987,8229969,105209,41946,0,20680
Sweden,SWE,1992,8516490,64986,65483,0,21108
Sweden,SWE,1995,8584377,110271,88157,22309,21825
Sweden,SWE,2000,8761290,67146,43673,0,0
Sweden,SWE,2002,8858750,21608,22802,21798,0
Sweden,SWE,2003,8810499,59425,40236,19070,28999
Sweden,SWE,2004,8851327,51516,36281,18687,35720
Sweden,SWE,2005,8808023,57013,46083,20520,97933
Sweden,SWE,2006,8937804,50189,45779,13645,33088
Sweden,SWE,2007,9023281,47025,25379,14823,37584
Sweden,SWE,2008,9072386,51015,22477,20617,53142
Sweden,SWE,2009,9143136,52519,30932,29339,42589
Sweden,SWE,2010,9215664,38918,52854,19353,51337
Sweden,SWE,2011,9270171,49955,53098,17815,58174
Sweden,SWE,2012,9347666,61378,54251,12575,43504
Sweden,SWE,2013,9404625,73727,45181,14360,62486
Sweden,SWE,2014,9545417,42682,41212,20807,45992
Sweden,SWE,2015,9633014,55283,29474,25642,55773
Sweden,SWE,2016,9754534,74420,46891,21296,25944
Sweden,SWE,2017,9942016,38759,44135,7810,24978
Sweden,SWE,2018,9957986,72600,50034,20772,73822
Sweden,SWE,2019,10137774,46063,50420,12095,32535
Sweden,SWE,2020,10224175,38574,37573,12836,40284
Switzerland,CHE,1982,6327954,0,18782,0,44573
Switzerland,CHE,1992,6773174,18497,33780,15910,34003
Switzerland,CHE,2000,7112449,38722,15773,17306,0
Switzerland,CHE,2002,7248833,18041,17879,0,0
Switzerland,CHE,2006,7426580,24259,21824,7786,3485
Switzerland,CHE,2007,7484802,37388,22502,4853,1572
Switzerland,CHE,2008,7593115,34990,8413,5920,5237
Switzerland,CHE,2009,7698161,27994,8049,6680,2947
Switzerland,CHE,2010,7770992,24125,21201,4783,3808
Switzerland,CHE,2011,7889546,15971,6049,586,246
Switzerland,CHE,2012,7982035,12578,1531,0,717
Switzerland,CHE,2013,8075715,7636,2099,484,3412
Switzerland,CHE,2014,8176834,1912,7220,0,2683
Switzerland,CHE,2015,8273328,4676,1862,0,2530
Switzerland,CHE,2016,8350490,11765,6829,1384,2870
Switzerland,CHE,2017,8427312,19146,3537,1845,0
Switzerland,CHE,2018,8482403,17359,11197,773,2597
Syria,SYR,1996,2630323,2935849,6304145,2475449,363113
Syria,SYR,2003,5078855,3908937,6524990,1905180,193394
Taiwan,TWN,1981,13612287,3245902,1128177,42870,0
Taiwan,TWN,1986,17714513,1406163,242836,47696,0
Taiwan,TWN,1991,20350152,102252,50909,0,0
Taiwan,TWN,1995,20834122,211521,106359,0,106037
Taiwan,TWN,1997,21492681,55199,52271,0,0
Taiwan,TWN,2000,22062491,54845,55193,0,0
Taiwan,TWN,2005,22552951,112939,56669,0,0
Taiwan,TWN,2007,22730223,114495,57179,0,0
Taiwan,TWN,2010,22734646,230795,117175,0,55765
Taiwan,TWN,2013,22995130,233646,57260,58177,0
Taiwan,TWN,2016,23332993,117144,0,58225,0
Tajikistan,TJK,1999,7933,43191,541653,1761585,3835203
Tajikistan,TJK,2003,115193,232110,1471766,2401298,2452125
Tajikistan,TJK,2004,296873,542265,2218169,2291285,1452612
Tajikistan,TJK,2007,309237,767190,3044910,2147122,919932
Tajikistan,TJK,2009,647764,1123741,3310745,1879070,507276
Tajikistan,TJK,2015,1253961,1612325,3466025,1670546,521206
Tanzania,TZA,1991,103840,345282,2386802,5422579,18632403
Tanzania,TZA,2000,69005,124022,1361413,3947576,28961688
Tanzania,TZA,2007,850278,1120656,5719615,10564292,23461656
Tanzania,TZA,2011,1189831,1744309,7870743,14883854,20727294
Tanzania,TZA,2018,1994633,2497667,10414886,17071996,26111261
Thailand,THA,1981,5637723,5145317,13502551,11821405,10620296
Thailand,THA,1988,6575147,6120941,16524090,14550971,9639816
Thailand,THA,1990,8823692,6334914,17403826,15848025,6817953
Thailand,THA,1992,11833077,7441607,18096822,14445845,5121669
Thailand,THA,1994,13342530,9847116,20905207,11875370,2639787
Thailand,THA,1996,15748686,10711301,21829121,10063756,1858232
Thailand,THA,1998,17128102,11196685,21627716,10449588,1343126
Thailand,THA,1999,15494306,10560979,22096486,11824064,2466816
Thailand,THA,2000,15791017,10037129,22407442,12328853,2502162
Thailand,THA,2002,19134312,12436531,22095747,9426125,1129865
Thailand,THA,2004,23429430,12921837,20987066,7198431,774402
Thailand,THA,2006,28197606,13661125,18716900,5127205,616689
Thailand,THA,2007,29184537,14356193,18780284,4143742,361998
Thailand,THA,2008,31154125,14133688,18491983,3343450,204993
Thailand,THA,2009,33276181,14304529,17158754,2906537,167653
Thailand,THA,2010,34449957,15101772,16066080,2471601,181079
Thailand,THA,2011,36565799,16377513,14357685,1362677,49172
Thailand,THA,2012,38845544,14741233,13973145,1517349,79752
Thailand,THA,2013,40604022,15421306,12302121,1208834,42319
Thailand,THA,2014,41461512,15388752,12125871,921662,63146
Thailand,THA,2015,44621169,15411639,9687586,541290,32713
Thailand,THA,2016,43931685,15571506,10409794,668529,25523
Thailand,THA,2017,45063854,15124307,10128257,555489,26295
Thailand,THA,2018,44415400,15609333,10430618,649595,22856
Thailand,THA,2019,46270352,15662638,8960613,346391,67769
Thailand,THA,2020,47297902,14756285,8940372,447751,33354
Thailand,THA,2021,47881342,15009663,8309259,390843,9996
Togo,TGO,2006,108451,202819,782578,1198917,3581475
Togo,TGO,2011,171392,266109,972786,1364281,3974104
Togo,TGO,2015,161345,269791,1258255,1696568,4087270
Togo,TGO,2018,649775,637396,2180511,2290940,2288057
Tonga,TON,2000,44994,22625,25939,5870,3175
Tonga,TON,2009,41069,23795,31944,8984,1352
Tonga,TON,2015,25871,29459,36056,12835,1901
Trinidad and Tobago,TTO,1988,815854,176136,182046,70597,0
Trinidad and Tobago,TTO,1992,651591,245988,266675,94448,26800
Tunisia,TUN,1985,1272970,1170674,2491505,1622294,918649
Tunisia,TUN,1990,1757113,1603820,2810031,1547166,721893
Tunisia,TUN,1995,2017486,1635612,3024363,1735489,881152
Tunisia,TUN,2000,2811081,2019933,3114922,1514128,433252
Tunisia,TUN,2005,3621226,2389839,3053723,1056777,266779
Tunisia,TUN,2010,5000870,2510892,2573884,646424,162993
Tunisia,TUN,2015,6774335,2709254,1818647,239355,16188
Turkey,TUR,1987,17418684,10958536,15974940,5792010,1105982
Turkey,TUR,1994,21220197,12119442,16524575,6725117,1720914
Turkey,TUR,2002,26169393,14193408,17542124,6695063,1388675
Turkey,TUR,2003,24626150,14161044,18285955,7216048,2578130
